Timestamp	Filename	Error	Message
2012-10-22 12:16:34.951 -0400	Test: Load Crumb Navigation Data	0	script steps imported : 1
2012-10-22 12:16:34.951 -0400	Crumb.fmp12	0	Import completed
2012-10-22 12:27:18.215 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 12:27:18.218 -0400	Test: Load Crumb Navigation Data	0	script steps imported : 1
2012-10-22 12:27:18.218 -0400	Crumb.fmp12	0	Import completed
2012-10-22 12:35:01.716 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 12:35:01.722 -0400	Test: Load Crumb Navigation Data	0	script steps imported : 1
2012-10-22 12:35:01.722 -0400	Crumb.fmp12	0	Import completed
2012-10-22 12:36:41.613 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 12:36:41.614 -0400	Test: Load Crumb Navigation Data	0	script steps imported : 1
2012-10-22 12:36:41.615 -0400	Crumb.fmp12	0	Import completed
2012-10-22 12:36:42.401 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 12:36:42.402 -0400	Test: Load Crumb Navigation Data	0	script steps imported : 1
2012-10-22 12:36:42.403 -0400	Crumb.fmp12	0	Import completed
2012-10-22 12:38:01.878 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 12:38:01.879 -0400	Test: Load Crumb Navigation Data	0	script steps imported : 1
2012-10-22 12:38:01.879 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:03:23.081 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:03:23.086 -0400	Test: Load Crumb Navigation Data	0	script steps imported : 1
2012-10-22 13:03:23.086 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:03:34.498 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:03:34.509 -0400	Test: Load Crumb Navigation Data	0	script steps imported : 3
2012-10-22 13:03:34.509 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:03:39.834 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:03:39.839 -0400	Test: Load Crumb Navigation Data	0	script steps imported : 1
2012-10-22 13:03:39.839 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:10:28.820 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:10:28.826 -0400	Test: Load Crumb Navigation Data	0	script steps imported : 1
2012-10-22 13:10:28.826 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:20:32.432 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:20:32.437 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:20:32.437 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:20:44.872 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:20:44.877 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:20:44.877 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:21:17.902 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:21:17.905 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:21:17.905 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:21:27.468 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:21:27.469 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:21:27.469 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:21:47.947 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:21:47.948 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:21:47.949 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:22:10.336 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:22:10.337 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:22:10.337 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:22:33.246 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:22:33.251 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:22:33.251 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:22:40.157 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:22:40.162 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:22:40.162 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:24:23.201 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:24:23.202 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:24:23.202 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:24:24.338 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:24:24.339 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:24:24.340 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:30:04.984 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:30:04.989 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:30:04.990 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:33:30.236 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:33:30.242 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:33:30.242 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:33:38.312 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:33:38.316 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:33:38.316 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:33:40.503 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:33:40.508 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:33:40.509 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:35:06.771 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:35:06.793 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 7
2012-10-22 13:35:06.793 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:35:10.531 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:35:10.531 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:35:10.532 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:37:51.015 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:37:51.020 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:37:51.020 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:38:08.816 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:38:08.820 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:38:08.820 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:39:20.006 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:39:20.007 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:39:20.007 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:42:32.583 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:42:32.593 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 2
2012-10-22 13:42:32.594 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:43:08.520 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:43:08.524 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:43:08.524 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:44:27.816 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:44:27.820 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:44:27.820 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:48:45.830 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:48:45.836 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:48:45.836 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:51:46.198 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:51:46.202 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:51:46.202 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:53:34.440 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:53:34.469 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 10
2012-10-22 13:53:34.469 -0400	Crumb.fmp12	0	Import completed
2012-10-22 13:53:38.368 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 13:53:38.369 -0400	Load Crumb Navigation Data ( layoutIDList ; layoutNameList )	0	script steps imported : 1
2012-10-22 13:53:38.369 -0400	Crumb.fmp12	0	Import completed
2012-10-22 14:19:26.654 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 14:19:26.658 -0400	Test: Load Crumb Navigation Data	0	script steps imported : 1
2012-10-22 14:19:26.659 -0400	Crumb.fmp12	0	Import completed
2012-10-22 14:20:07.721 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 14:20:07.726 -0400	Test: Load Crumb Navigation Data	0	script steps imported : 1
2012-10-22 14:20:07.726 -0400	Crumb.fmp12	0	Import completed
2012-10-22 14:25:58.630 -0400	Crumb.fmp12	0	Import of script steps from clipboard started
2012-10-22 14:25:58.634 -0400	Test	0	script steps imported : 1
2012-10-22 14:25:58.634 -0400	Crumb.fmp12	0	Import completed
